TITLE,TYPE,GENRES,THEMES,SYNOPSIS,MAIN_PICTURE
Kagome Kagome,manga,"['Ecchi', 'Horror', 'Mystery', 'Supernatural']",['School'],"Takeuchi Masami has been kicked out of his house by his uncle after the death of his father. The meager allowance his uncle sends him is hardly enough to find a decent place to live, so at the beginning of the story we find him shacking up at his school, while his cute classmate Kagome Nishino is trying to help him find an apartment.

As it turns out, she has just found the perfect one, and whisks Takeuchi to a bare, unfurnished place and talks him into moving in right away—in fact, spending that same night there, alone, and without even a futon to lie on. It turns out that she has an ulterior motive: she is heavily into the supernatural, having just formed a ""paranormal research club"" at their school, and the reason the apartment is so cheap is because it is said to be haunted, something she conveniently does not mention to Takeuchi, who almost dies of fright that night when all sorts of spooky things begin to happen all around him.",https://cdn.myanimelist.net/images/manga/3/167924l.jpg
"Kagonashi Reijou no Chiisana Mura: Saa, Ryouchi Unei wo Hajimemashou!",manga,"['Fantasy', 'Romance']",['Villainess'],"I reincarnated as the villainess in a game world—I'm not afraid of banishment, I'll manage my territory and live as I like!

I reincarnated as Celistina, the villainess of an otome game. As the fiancée of the crown prince, in this world where everyone is gifted with blessings by the gods and spirits, I'm the ""young lady without a blessing."" As a result of being a fan of the game, I know that the crown prince will be with the heroine sooner or later, and he will break our engagement. Alternatively, if they don't end up together, I will be executed...

(Source: Kadokawa, translated)",https://cdn.myanimelist.net/images/manga/3/236443l.jpg
Kagura Maimai!,manga,"['Comedy', 'Slice of Life']",['School'],"On the morning of her entrance ceremony, first-year high school student Kofuku Ichinomiya heads toward a shrine to pray for a happy high school life. While at the shrine, she encounters Miya Hanamori practicing mikagura, a type of ritualistic dance, and a mysterious woman who guides Kofuku through the steps to this dance.",https://cdn.myanimelist.net/images/manga/3/233762l.jpg
Kaguya-hime no Kakushigoto,manga,['Romance'],"['Historical', 'Magical Sex Shift']","In the Heian period, there was a princess whose beauty was exquisite enough to attract even the emperor. She was Princess Kaguya. What will become of an orphaned girl named Tsubaki when she finds out the ridiculous secret that the super famous princess was actually a man who came from the world above?!

(Source: Hakusensha, translated)

Included one-shot:
Volume 2: Kaeru-hime no Melancholy",https://cdn.myanimelist.net/images/manga/2/233191l.jpg
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,manga,"['Award Winning', 'Comedy']","['Romantic Subtext', 'School']","Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wealthy vice president Kaguya Shinomiya. The two are often regarded as the perfect couple by students despite them not being in any sort of romantic relationship.

However, the truth is that after spending so much time together, the two have developed feelings for one another; unfortunately, neither is willing to confess, as doing so would be a sign of weakness. With their pride as elite students on the line, Miyuki and Kaguya embark on a quest to do whatever is necessary to get a confession out of the other. Through their daily antics, the battle of love begins!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/188896l.jpg
Kaguya-sama wo Kataritai,manga,['Comedy'],['School'],"Kaguya-sama wo Kataritai follows the daily antics of two members of Shuchiin Academy's Mass Media Club, Erika Kose and Karen Kino. Erika is a fervent admirer of Student Council Vice-President Kaguya Shinomiya, while Karen loves the idea of President Miyuki Shirogane and Kaguya as a couple. As a result, their delusional minds are filled to the brim with horribly misguided ideas on how their seemingly perfect idols actually behave!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/217435l.jpg
Kahan no Machi no Céline,manga,[],['Historical'],"This story takes place in Paris, 19th century France. Céline is 14 years old and has no dreams, no ambitions, and no idea what she wants to do—a girl of few expressions who seems as if she ""came from the moon."" When she arrives in the capital, she meets an old gentleman who offers her a ""work where you experience jobs,"" but what could this mean? Perhaps Céline will learn more about herself in this rapidly developing city of Paris.

(Source: Mag Garden, translated)",https://cdn.myanimelist.net/images/manga/2/282450l.jpg
Kai Byoui Ramune,manga,['Supernatural'],"['Medical', 'Psychological']","From a girl who cries condiments to a philanderer who finds a chikuwa in his pants where something else should be... Dr. Ramune can cure them all, but his treatments come at a cost, and not one that can be paid in money. Follow Dr. Ramune and his wacky patients in stories too unbelievable to be treated by anyone but the Mysterious Disease Specialist!

(Source: Kodansha Comics USA)",https://cdn.myanimelist.net/images/manga/2/235763l.jpg
Kaibutsu Shoujo wa Hatsukoi no Yume wo Miru ka?,manga,['Comedy'],"['Romantic Subtext', 'School']","Sousuke Kusanagi's childhood friend, Kyouko Mikadodai possesses world-renown intellect! Known as a living national treasure, not only are there rumors of her being called a monster throughout Earth, it even reaches another world. They laugh, cry, and fall in love(?) as they aim to live a normal high school life in this youthful romantic comedy.

(Source: Shueisha, translated)",https://cdn.myanimelist.net/images/manga/2/259221l.jpg
Kaibutsu Shoujo Zukan,manga,"['Comedy', 'Horror', 'Slice of Life', 'Supernatural']",['School'],"In the world of monsters, where scaring and tormenting humans is a way of life, even monster girls need to pass their classes, graduate, and get a job! Enter Class Z: a bunch of failures more likely to be frightened and bullied themselves. Can this ragtag group of underdogs become successful, full-fledged monsters?

(Source: Yen Press)",https://cdn.myanimelist.net/images/manga/3/226617l.jpg
Kaibutsu-kun,manga,"['Adventure', 'Comedy', 'Fantasy', 'Supernatural']","['Mythology', 'Vampire']","Kaibutsu-kun and his companions, Dracula, Wolfman, and Franken, travel from Kaibutsu Land to the Human Realm, where they encounter and battle several monsters, mainly assassins from the demon group Demonish.",https://cdn.myanimelist.net/images/manga/2/13455l.jpg
Kaichou no Joker,manga,[],['School'],"There are three high schools: co-ed Narayama High, all-boy Kashimori High, and all-girl Sakuragawa. Due to decreasing enrollment and financial difficulties, the three schools must be merged. However, those in charge of the reorganization could not agree on which schools to close and which to keep open. They finally decide to let the students themselves determine which school will survive. Now all the students have the chance to protect their schools, but which one will be the last one standing? The student council of Narayama High, at least, don't want to give up on their school without a fight!

(Source: MangaHelpers)",https://cdn.myanimelist.net/images/manga/1/82376l.jpg
Kaichou to Fukukaichou,manga,['Girls Love'],['School'],"1. President and Vice-President
An irresponsible president with a crush on the vice-president. What happens ?! Read and see.

2. A Person Who Draws People
Nashizuka-san is drawn in by the student council's president.

3. Rainy Days, Sunny Days
The vice-president continues to explore her feelings and move closer to the president.

4. Daydream",https://cdn.myanimelist.net/images/manga/2/65373l.jpg
Kaichou wa Maid-sama!,manga,"['Comedy', 'Romance']",['School'],"Seika High School was an all-boys school, but it has since turned co-ed. Misaki Ayuzawa is the first female student council president of the school, eventually earning the nickname of the ""Demon President"" due to her mastery of Aikido and imposed iron rule.

However, Misaki harbors an embarrassing secret—she has to work at a maid café to support her family. If anybody from her school was to find out, her reputation would be utterly destroyed. And after Takumi Usui—the most popular boy at school—discovers her secret, that might just happen. Kaichou wa Maid-sama! follows their story as they spend more time together and eventually begin to understand each other's secrets.

[Written by MAL Rewrite]

Included one-shot:
Volume 1: Toumei na Sekai (Transparent World)",https://cdn.myanimelist.net/images/manga/3/267328l.jpg
Kaichou wa Maid-sama!: Marriage,manga,"['Comedy', 'Romance']",['School'],Compilation of side stories of Kaichou wa Maid-sama! series.,https://cdn.myanimelist.net/images/manga/2/210825l.jpg
"Kaichou, Suki tte Ittemo Ii desu ka?",manga,['Romance'],['School'],"1-4. Kaichou, Suki tte Ittemo Ii desu ka?
5. Majime-kun to Bakayo-chan
6. Tea Time Lovers",https://cdn.myanimelist.net/images/manga/1/94815l.jpg
Kaichou-sama ga Fiancé de♡,manga,['Romance'],['School'],"A story about a friendly cool student council president and his popular vice-president, but the secret between these two is...they are engaged to one another.

(Source: Chibi Manga)",https://cdn.myanimelist.net/images/manga/1/155403l.jpg
Kaichou-sama no Oose no Mama ni,manga,"['Boys Love', 'Erotica']",['School'],"1. Kaichou-sama no Oose no Mama ni (At the Command of the Student Council President)
2-3. Shoki-sama to Pet: Manatsu no Kimi wa Doku wo Motsu (Mr. Secretary and His Pet: A Poisonous Summer)
4-5. Soredewa Sensei, Biyaku wo Douzo. (Here, Mr. Kojo, an Aphrodisiac.)
6. Mafuyu no Boku wa Doku ni Oboreru",https://cdn.myanimelist.net/images/manga/1/243982l.jpg
Kaichou-san Chi no Koneko,manga,"['Comedy', 'Romance']",['School'],"Because of his much-too-strict character, the excellent and capable student council president, Hayami Reiichirou was isolated from his surroundings. But, one day, he is forced to take care of a kitten he received from his mother who is in the middle of divorce. Seeking help from the resident cat-lover in the student council, Shiraishi Kotoko, there is...?!

(Source: Shoujo Crusade)

Included one-shot: Gakuran Ouji",https://cdn.myanimelist.net/images/manga/2/82716l.jpg
Kaichuu!,manga,"['Comedy', 'Sports']",['Crossdressing'],"Tachikawa Tetsuya in an incoming freshman at a new high school and he’s a great archer. He wants to join the archery club to meet the one they call “Kami no Ko”, better known as Fudou Gonzaburou. Tachikawa is good, but he’s heard that Fudou is even better. The archery team at this school is in fact very good.

Tachikawa also meets a pretty girl who is already a member of the club (he accidentally walked in on her while she was changing). She’s not very good from the look of things, but she is his senpai and he defers to her. She takes an immediate liking to him and kisses him after practice.

Let’s try just to get past the fact that this girl is actually a boy, named Fudou Gonzaburou…

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/257988l.jpg
Kaidan,manga,['Supernatural'],['Mythology'],"1. Abuna-zaka
2. Kappa
3. Kage-otoko
4. Futago
5. Bin no Naka
6. Otouto
7. Kizu
8. Kaiki Kage-otoko
9. Ikenie
10. Yagumokan no Kai
11. Hai
12. Yume
13. Chi!
14. Tsukiyo
15. Konton no Shima
16. Umi",https://cdn.myanimelist.net/images/manga/1/191028l.jpg
Kaidan Tochuu no Big Noise,manga,"['Comedy', 'Drama']",['School'],"When Kamiyama Keito saw Oomiya Honden High School's (aka ""Denkou"") Rock Band ""Kei-On"" club, he was immediately struck by a sense of awe and admiration. Once he was admitted into the school, he immediately joined the club. To the despair of Keito, the club was run by 2 degenerate senior students who forbid any real practices. Once spring break turns around, Keita finds out that the 2 seniors were arrested for possession of marijuana, in turn pushing the club into the brink of termination. With the help of the only other member of the club, Tsukumo Shintaro, will Keita be able to prevent the termination of his club?

(Source: MangaHelpers)",https://cdn.myanimelist.net/images/manga/3/119165l.jpg
Kaien no Bell de Oyasumi,manga,['Drama'],"['Performing Arts', 'School']","Subaru Yoshii is an anxious and socially awkward boy. Upon transferring to a new school, he meets a fellow freshman, a boy known as ""Prince""! Subaru doesn't know it yet, but a new world is waiting for him behind the stage curtain in this thrilling high school theater story!

(Source: MANGA Plus)",https://cdn.myanimelist.net/images/manga/3/217673l.jpg
Kaifuku Jutsushi no Yarinaoshi,manga,"['Erotica', 'Fantasy']",['Time Travel'],"Keyaru's tragedy began the moment he was granted the title of ""Healer Hero."" Although his healing ability was top tier, he lacked offensive capability, so his party deemed him a tool rather than a person. The strongest mage, Princess Flare Arlgrande Jioral, got him addicted to a particular drug that caused him to lose his sanity, and he became a plaything for her and his party's sadistic pleasures.

However, in the final battle, Keyaru turns the tables and uses his abilities to rewind time to four years ago. Now, his memories remain intact, but his torturers are none the wiser. His first victim is the princess; he has his way with her and then wipes her memories. She now believes herself to be ""Freia,"" Keyaru's most devoted follower, willing to pleasure him in any way she can.

Alongside more beautiful women he brings into his fold, Keyaru sets out on a path of revenge, satisfying his desires and showing the true might of the Healer Hero.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/208529l.jpg
Kaijidou Mokuroku,manga,"['Fantasy', 'Supernatural']",['Psychological'],"From a forgotten tale passed down in a small rural village comes a warning to not look back when it's dusk. If you do, you may spy Komachi, a young, doll-like girl dressed in a bell-adorned kimono waiting to lead you through a gate that lies within a crack between the world's dimensions. She draws you to a very special antique shop, Kaijidou, where ""Origins,"" the memories or feelings that reside within ancient objects, are bought.

(Source: Cave Scanlations)",https://cdn.myanimelist.net/images/manga/3/149302l.jpg
Kaijin Kaihatsu-bu no Kuroitsu-san,manga,"['Comedy', 'Fantasy']",['Workplace'],"Touka Kuroitsu is a research assistant who belongs to the Monster Development Department of the evil organization Agastia. However, the enemy she has to fight right now isn't the heroes of justice, but her boss.

So long as justice exists, evil too, will exist. This is the story of those who fight secretly in the shadows of justice and evil's confrontation.

(Source: MAL News)",https://cdn.myanimelist.net/images/manga/1/247785l.jpg
Kaijuu Jieitai,manga,['Action'],['Military'],"Follow JSDF officers Yoshikazu Yamato and Konoe Sakimori as they face off against monsters of unknown origin that infest the troubled, disputed waters of the East Asian sea and have humans as a preferential prey!

(Source: MU)",https://cdn.myanimelist.net/images/manga/1/244049l.jpg
Kaijuu ni Natta Gay,manga,"['Boys Love', 'Supernatural']",['School'],"Bullied for being gay, teenager Takashi Arashiro wishes he could just be somebody else—but who could predict he'd morph into a giant-headed sci-fi creature?! Takashi's tumultuous emotions become the catalyst for personal and social exploration of the LGBTQ experience in this quirky, profound manga.

(Source: Yen Press)",https://cdn.myanimelist.net/images/manga/3/272232l.jpg
Kaijuu no Shiiku Iin,manga,"['Comedy', 'Sci-Fi']",['School'],"It is now about twenty years that monsters of unknown origin, baptized as ""Kaiju,"" arrived on Earth. Since it was discovered that the aggressiveness of these monsters could be calmed down and controlled by the voice of a young girl, the human species decided to try to cohabit with them.

The school for girls in Tatara thus proposes as a learning option the very particular profession of ""trainer"" of Kaijus. Ion Hidaka, a sixth grade pupil, chose to begin this unusual course. Elected at the beginning of the school year as a member of the breeding club, she must also take care every day of a gigantic monster that lives in the forest behind the school.

(Source: Nautiljon)",https://cdn.myanimelist.net/images/manga/1/200644l.jpg
Kaika no Oni,manga,['Adventure'],"['Historical', 'Martial Arts']",A story about a young aspiring judoka set during the Meiji period.,https://cdn.myanimelist.net/images/manga/1/178601l.jpg
Kaika no Susume,manga,"['Action', 'Sci-Fi']",['Martial Arts'],"Set in a post-apocalyptic Neo-Tokyo where monsters attacks are a constant threat, the story follows a high school girl named Tomoe Kurosu whose older brother is involved in an accident and goes to live in a ruined district.

(Source: ANN)",https://cdn.myanimelist.net/images/manga/1/259118l.jpg
Kaikan Douki,manga,"['Comedy', 'Ecchi', 'Supernatural']",['Harem'],"Niwa Tasuku working at Sanden Printing Company for 2 years now but still can't get along at all with with Yukino Tsumugi, a female colleague at the DTP temperament. Their colleagues try to ""break the ice"" by inviting them out for drinks but later that night, they ended up in a love hotel. A strange ""connection"" is made between these two, one that would 'link' them during the most private thoughts and moments!

(Source: Shogakukan, translated)",https://cdn.myanimelist.net/images/manga/3/227701l.jpg
Kaikan Shoujo♥Knuckles,manga,"['Comedy', 'Ecchi', 'Sports']","['Combat Sports', 'Magical Sex Shift']","Included one-shot:
Volume 4: Aru Hi Totsuzen Monster Musume no Ou-sama ni Nattandakedo Nanika Shitsumon Aru?",https://cdn.myanimelist.net/images/manga/1/144057l.jpg
Kaikan♥Phrase,manga,['Romance'],['Showbiz'],"Aine never wanted to be a writer; she just created some erotic song lyrics for the sake of entering a contest. When she bumps into a man she doesn't know and loses the lyrics, she thinks she'll never see them again, but she thought wrong! He turns out to be Sakuya, a famous rock vocalist known for his sexy persona and lyrics. When he invites Aine to be his new lyricist, she finds herself quickly sucked into the harsh world of showbiz... and the even harsher world of falling in love with a guy that millions of girls love just as much!",https://cdn.myanimelist.net/images/manga/2/81l.jpg
Kaiketsu Jouki Tanteidan,manga,"['Adventure', 'Mystery']","['Detective', 'Mecha']","A Steampunk mystery from the creator of Silent Mobius! In this tale of a past (or future?) that never was, in the age of Steam, masked dandies, dastardly supervillains, and sentient machines stalk a Japanese Gotham by night. Are the sharp wits and quick reflexes of wunderkind detectives Narutaki and pretty nurse Ling Ling enough to thwart evil and unravel the mysteries of this strange world? All steamed up.... When Narutaki meets Ling Ling, a pretty nurse with a dark secret, he gains both a true-blu friend and two new assistants. He'll certainly need all the help he can get when he is forced to do battle with such nefarious villains as the Phantom Knight, the Machine Baron, and Dr. Guilty!

(Source: VIZ Media)",https://cdn.myanimelist.net/images/manga/1/133301l.jpg
Kaiketsu! Suzunari Gakuen Tantei-bu,manga,['Mystery'],['School'],"The Suzunari high school detective club which consists of three good looking high school students; Suzaku Tachibana, Kouhei Hiba, Soutaro Tsubaki, and a cat called Boo-chan. Boo-chan holds the power to decide the girls who get to join the club. Since there hasn't been any girls Boo-chan approved so far, the club has been a boy-only club since the first day. Until the day Suzaku used his intuition to scout Aoi Kaidou, who he thought would be a cute girl. This was approved by Boo-chan, but she turned out to be a girl who is weird and doesn't smile... This is high school tale about the detective club of 4 students and one cat solving incidents on campus.

(Source: Media Do International/Jitsugyo no Nihon Sha)

Included one-shots:
Volume 5: Itsumademo Issho ni
Volume 9: Anata wo Shiritakute",https://cdn.myanimelist.net/images/manga/1/229390l.jpg
Kaiki Romanesque Gekiga: Skull Man,manga,"['Action', 'Drama', 'Sci-Fi']",['Super Power'],"When the looming Cold War shrouded Japan, mysterious murders were reported there. The suspect was a man with a skull-like helmet and a cape and clothing as black as the inside of a grave.

Accompanied by a shape-shifting beast named Garo, the Skull Man terrified Japanese society—without giving the people a clear reason why.

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/5676l.jpg
Kaiki Senban! Nekomachi Shoutengai,manga,"['Slice of Life', 'Supernatural']",['Iyashikei'],"At a particular shopping district located in an old Tokyo neighborhood, humans and cats seem to live together in peace. But these cats aren't your ordinary felines! They are spirits, whose human forms allow them to go about their days undetected amongst the other locals. And the truth is, this neighborhood attracts some rather unique problems because of its residents. Chisato, a shop owner and the only human aware of the cat spirits' presence, and Kotora, a young cat spirit band together in attempt to solve the various predicaments they encounter. But will luck be on their side?

(Source: Shodensha)",https://cdn.myanimelist.net/images/manga/2/271925l.jpg
Kaiki! Jigoku Mandara,manga,['Horror'],['Mythology'],"Mandala is a daughter of the king of Hell. Because of the Hell being under Japan, there are lot's of earthquakes in there, so the inhabitants of Hell are somehow a distinctive species and so. And Mandala is the only one, who can save Hell and it's creatures by using the special eyes, but she accidentally lost one of them.

(Source: DH Publishing)",https://cdn.myanimelist.net/images/manga/2/269170l.jpg
Kaimetsuou to 12-nin no Hoshi no Miko,manga,"['Action', 'Comedy', 'Ecchi', 'Romance', 'Supernatural']",['Harem'],"Yamikadou Meijirou is an ordinary high school boy. After saving a devil, he discovers that he was born with the Seal of Solomon on his tongue, a special power that allows him to control all forms of sorcery and devils. He also discovers that he will die in three years as every use of his power uses up his lifespan.

He is told that the only way to save himself is to establish a contract with the twelve Starlight Maidens who were born with a special sign somewhere on their body, and to do so, he must lick their sign with his tongue where his sign is located.",https://cdn.myanimelist.net/images/manga/3/188978l.jpg
Kaina: Surugajou Gozen-Jiai,manga,['Drama'],"['Historical', 'Samurai']","This manga features violent stories of passion and swordsmanship, set in the Kan'ei era (1624-1643). It opens with a match between two damaged swordsmen. Irako is blind, and his opponent, Fujiki, is missing an arm. It has been decreed that their match will be fought with metal swords, instead of wooden, so one of these men will die. The story that led them to this final match, and gave them their handicaps, involves ambition, the selection of the heir for a dojo, and the passion of two women-- one the dojo master's daughter, and the other his lover.

(Source:  MangaHelpers)",https://cdn.myanimelist.net/images/manga/2/155538l.jpg
Kaine,manga,"['Drama', 'Mystery']",['Psychological'],"1) Kaine
Shinogu awakens from a coma in a hospital only to find out that his black hair has turned red and long. he looked exactly as his famous rock group vocalist twin brother - Kaine. Kaine was part of a group called Endorphines. Apparently someone tried to kill the two brothers off. However in a car accident Kaine died on the spot while Shinogu was in comatose state. in order to let Endorphines continue, their manager forced Shinogu to take over his brother's place, hoping no one will know the difference. Or will they? Kaine's best friend Die already started to suspect the fake-Kaine. meanwhile, one by one the fans of Endorphins began to commit suicide after listening to their latest CD. Die and 'Kaine' decide to investigate and are determined to find the truth.

2) Magical Mystery Tour

3) Tokei Jikake no Orenji Bakudan (The Orange Time Bomb)
Takumi and Kai are members of the popular band, Orange. When rumors of Kai going solo start to spread, tension rises - Will they be able to stop what’s happening? What’s the mystery behind Takumi’s sunglasses? Who’s this strange girl that shows up claiming she wants to marry Takumi? What are Kai’s true feelings?

4) Tokyo Top

(Source: M-U)",https://cdn.myanimelist.net/images/manga/2/960l.jpg
Kainushi Juujin to Pet Joshikousei,manga,['Comedy'],"['Anthropomorphic', 'Isekai']","On the way home from school, Kashiwagi Aki is kidnapped and finds herself in a world populated entirely by beastmen. She ends up in a pet store where an overzealous and impulsive wolfman Zinovy becomes infatuated with her and buys her on first sight... Thus begins their strange and chaotic, albeit incredibly cute life.

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/157531l.jpg
Kainushi wa Akuma,manga,"['Fantasy', 'Romance']",['Historical'],"Most people love red hair. It's so vibrant and striking. But not our protagonist, Nora. Many people in her village hate her because she has red hair because of an old legend in the village. Though some people hate her, she still pulls on. But her not -so-ordinary life might become mysterious and dangerous soon... in more ways than one?!

(Source: Phoenix Serenade Scans)",https://cdn.myanimelist.net/images/manga/1/192567l.jpg
Kaiou Dante,manga,"['Action', 'Adventure']",['Historical'],"It is the middle of the 18th century. Beginning with the English, the Western European countries have begun to cast their gaze across the sea in an age of great romance. In such an age lives a boy who hides great power within him. What destiny awaits him as he struggles and cuts through the raging waves? An ocean spectacle romance action story begins!

(Source: ANN)",https://cdn.myanimelist.net/images/manga/1/186405l.jpg
Kaira,manga,"['Drama', 'Fantasy', 'Horror']",['Psychological'],"A collection of one shots by Abe Yoshitoshi.

1) Furumachi
2) Jusou
3) Haiiki
4) Hakuu (White Rain)",https://cdn.myanimelist.net/images/manga/1/38189l.jpg
Kairaku Historie,manga,['Comedy'],"['Historical', 'Parody']","Comic Kairaku-ten Beast was created in 2005, but what if it had existed long before that? This manga explores the secret history of the magazine and the ero-manga reading habits of men across time and space, from the ancient past to the distant future.

[Written by Denji]",https://cdn.myanimelist.net/images/manga/3/228523l.jpg
Kairiki no Haha,manga,"['Action', 'Drama']","['Historical', 'Samurai']","16th century. A story over two generations, about how a woman makes a man a man.",https://cdn.myanimelist.net/images/manga/2/234127l.jpg
Kaisei no Caricature,manga,"['Action', 'Fantasy']",['School'],"Student of Private Academy Clanmine, Shirogane Mitsuki, repetitively experiences a dream wherein an elder brother he doesn't have dies protecting him.

An Absolute Hierarchy System that is determined by the uniform, an elder brother who shouldn't exist, and an un-enterable clock tower that nobody has ever set foot in...

When the hidden truth behind this warped school is brought to light, a fateful adventure awaits!",https://cdn.myanimelist.net/images/manga/2/173941l.jpg
Kaishin no Ichigeki!,manga,['Romance'],['School'],"Shino Chigasaki is a high school girl who dreams of experiencing a romance likes those in shoujo manga. On the day of her high school entrance ceremony, she drops her commuter pass and the guy who picks it up bears a striking resemblance to the handsome boy in her dream...! Shino has been shot through the chest with Ichinose-kun's little gesture?!

(Source: Kodansha, translated)",https://cdn.myanimelist.net/images/manga/1/252447l.jpg
Kaitei,manga,['Adventure'],['Historical'],Tells the story of explorer Zheng He's expeditions in Ming Dynasty China.,https://cdn.myanimelist.net/images/manga/3/234408l.jpg
Kaiten Ginga,manga,"['Drama', 'Romance']",['School'],"The manga focuses on a different pair of characters and their relationship each chapter. All of the characters are interrelated (most go to the same high school), and the manga comes back to the same pair every once in a while.",https://cdn.myanimelist.net/images/manga/3/171648l.jpg
Kaiten One,manga,['Action'],['Martial Arts'],"The manga centers on Shin Kiba, a middle school student who accepts his destiny as a human weapon in order to fight evil and protect Japan.

(Source: ANN)",https://cdn.myanimelist.net/images/manga/1/200941l.jpg
Kaitou Drugers!: Junjou★Koi Dorobou,manga,"['Boys Love', 'Comedy', 'Erotica']",['School'],"A boy at a mysterious school has been splashed with a ""reducing potion"" and he's searching for a way to cure himself. ",https://cdn.myanimelist.net/images/manga/2/17412l.jpg
Kaitou Lupin Den: Aventurier,manga,"['Adventure', 'Mystery']",['Historical'],"The story is set in France in the early 20th century, called the Belle Epoque (Beautiful Era).

In the country of art that boasts the splendor, there was a thief, who repeatedly involved in stealing in genius ways. The protean and elusive man, in appearance was a Modus Operandi, fearless, twisted, and extremely bizarre. The name of the thief with a thousand names and faces is Arsene Lupin! A classic of Maurice Leblanc has been revived by Morita Takashi!

(Source: MU)",https://cdn.myanimelist.net/images/manga/1/98641l.jpg
Kaiwa,manga,"['Comedy', 'Slice of Life']",['School'],"Choco has a crush on her classmate Ikeda, who plays soccer. One day, while fawning over Ikeda, her odd but beautiful classmate Monaka overhears her talking to herself. Monaka promises not to tell anyone and decides to help Choco win over Ikeda. Together they become friends as they end up in bizarre situations one after another.",https://cdn.myanimelist.net/images/manga/3/139143l.jpg
kaiyorihito/kaiyorishiki,manga,"['Action', 'Supernatural']",['School'],"It is said if you collect all the ""aya"", you will receive great power.  

Aritsune is a smart, athletic high school student that lives a happy life together with his sister, Akira, and his friend, Chihiro.  Aritsune is also the head of the Sagimori House and holds the powerful ""Kaiyori no Aya,"" which makes him a target of rival houses.  Occasionally, Aritsune receives orders from his house to deal with rouge collectors of aya who hold no regard for others in their quest for power.  Chihiro fights alongside Aritsune and helps him control his power.  Their peaceful school life is coming to an end with the rise of violent crimes and arrival of suspicious transfer students.  Who can Aritsune trust?

(Source: shinkeikaku)

Note:  Discontinued by publisher due to copyright infringements.",https://cdn.myanimelist.net/images/manga/3/21437l.jpg
Kajika,manga,['Adventure'],"['Martial Arts', 'Super Power']","Kajika's a trouble making little boy, part of the mysteriously empowered people of the ''Kawa'' clan. When one day he intentionally and cruelly kills a fox, the fox's spirit comes back and places a curse on the boy, turning him into a half-fox and severely limiting his abilities. The only way to break the curse is to save one thousand lives. And so Kajika sets out on a journey, accompanied by the fox's spirit. However, when he obtains the egg of the last remaining dragon on Earth, all hell breaks loose as he is forced to take on the forces of a merciless gangster who seeks the power that resides in a dragon's blood... While at the same time attempting to break the curse and finding out the rumours of what happened to his family of the Kawa clan.

(Source: MU)",https://cdn.myanimelist.net/images/manga/1/154485l.jpg
Kajimunugatai: Kaze ga Kataru Okinawa-sen,manga,['Award Winning'],"['Historical', 'Military', 'Psychological']","The disastrous experience of the people at the war of Okinawa just before the end of WWII. This manga was serialized on the magazine, ""Morning"" which sometimes adopts utter/absolute new mangaka who do not have any career as a professional, like Yuuji Aoki of ""Naniwa Kinyuudou"". Higa is not so young and his art is simple/naive as Aoki, but the power/impact of his works is very strong, too. He was born in Okinawa and has gathered a lot of historical facts, and describes them matter-of-factly, without one-sided interpretation (So his manga is not too bitter because people are tough and brave persons who can offer hopes to people will appear even under the war). In his manga, both a japanese soldier and american one can become an enemy of the people. Higa tries to insist that the war can easily make an ordinary guy into a devil who can mercilessly kill a child or woman (and lynch good soldiers). For the helpless people of Okinawa, the japanese army often became an enemy (Soldiers deprived the people of their civilian shelter, food,,etc) because they were used as a shield for the people of mainland of Japan. Even after the war, they were often raped by US soldiers (and even japanese officers stood by the US army). In any war, weak people (children, women and old people) always become victims.",https://cdn.myanimelist.net/images/manga/2/276541l.jpg
Kajiya de Hajimeru Isekai Slow Life,manga,"['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']","One night, Eizo, a hapless corporate slave, saves a cat and gets hit by a truck. The cat which seems to be related to a parallel world, in return for his help, grants Eizo a skill of his wish and reincarnates him to another world. Eizo, who has craftsmanship as a hobby and wishes to use this skill for a living, chooses to be reincarnated as a blacksmith. And so he starts his life in another world as a blacksmith just as he wishes. However, Eizo's creations are at another different level that will shake this new world.

(Source: Kadokawa, translated)",https://cdn.myanimelist.net/images/manga/3/241629l.jpg
Kajou Mousou Shounen,manga,"['Boys Love', 'Erotica']",['School'],"Ohno-kun's special skill is ""hands-free masturbation""! With his own fantasy, he could ejaculate without touching himself. He spent a fulfilling school life like this. Then the popular guy of their class Kureshima, suddenly became close to him~~~?

Getting the girls around them involved in their desire and devices as they go through their youth.

(Source: Fafafap)",https://cdn.myanimelist.net/images/manga/2/193829l.jpg
